"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 4","css-4rbku5 href 7","css-901oao 7","css-4rbku5 href 8","css-9pa8cd src 2","css-4rbku5 href 9","css-9pa8cd src 3","css-901oao 8","css-901oao 9","css-901oao 10","css-4rbku5 href 10","css-901oao 11","css-901oao 12","css-4rbku5 5","css-4rbku5 href 11","css-901oao 13","r-1p0dtai src","css-9pa8cd src 4","css-901oao 15","css-4rbku5 href 16","css-901oao 16"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1684192917152227328","5h","En","@AzcapotzalcoMx","https://twitter.com/AzcapotzalcoMx","compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un hombre responsable de despojar de dinero en efectivo a un ciudadano que realizó el cambio de divisas en el","#AICM","https://twitter.com/hashtag/AICM?src=hashtag_click",", tras una persecución y con apoyo del  C5 se logró su detención.","https://twitter.com/OHarfuch/status/1684192917152227328/photo/1","https://pbs.twimg.com/media/F190h37WYAECZE0?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1684192917152227328/photo/2","https://pbs.twimg.com/media/F190h36WYAEkB-Y?format=jpg&name=small","33","219","682","https://twitter.com/OHarfuch/status/1684192917152227328/analytics","21,3 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1683998272258539522","18h","En seguimiento a la investigación por el decomiso de más de 200 kg de droga,","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo a dos hombres y ubicó una camioneta con un compartimiento oculto en el cual se trasladaban estupefacientes en","@A_VCarranza","https://twitter.com/A_VCarranza","; se aseguraron 9 kg de cocaína y 8 bolsas con droga a granel.","","","","https://twitter.com/OHarfuch/status/1683998272258539522/photo/1","https://pbs.twimg.com/media/F17DgD9acAEV8-E?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1683998272258539522/photo/2","https://pbs.twimg.com/media/F17DgD7aQAA2kcK?format=jpg&name=small","25","262","810","https://twitter.com/OHarfuch/status/1683998272258539522/analytics","26 mil","","","","","","","","",""
"https://twitter.com/WEkEO_dias","https://pbs.twimg.com/profile_images/1007264012508323842/Y7II0VfY_normal.jpg","https://twitter.com/WEkEO_dias","Tweet promocionado","WEkEO_dias","@WEkEO_dias","https://twitter.com/hashtag/WEkEO?src=hashtag_click","#WEkEO","The","#earthobservation","https://twitter.com/hashtag/earthobservation?src=hashtag_click","earth observation Jupyter Lab cloud plateform gives access to the full range of Copernicus satellite data. 

Use pre-established Jupyter Notebooks or create your own with Python to access and analyse Copernicus data.","","https://www.wekeo.eu/jupyter-notebooks-catalogue?mtm_campaign=Jupyter-Notebooks&mtm_medium=cpc&mtm_source=twitter&mtm_content=jupyter-lab&mtm_group=post&twclid=27hd1g54pb4du4ch5ejrsmn9ac","wekeo.eu","","https://www.wekeo.eu/jupyter-notebooks-catalogue?mtm_campaign=Jupyter-Notebooks&mtm_medium=cpc&mtm_source=twitter&mtm_content=jupyter-lab&mtm_group=post&twclid=27hd1g54pb4du4ch5ejrsmn9ac","Create a free WEkEO account and access your own Jupyter environment","https://twitter.com/WEkEO_dias/status/1679871880893808640/analytics","https://pbs.twimg.com/media/F1AahxLXgAMB2pR?format=jpg&name=120x120","","","13","177","903","","1,7 M","Promocionado","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1683953364042915840","21h","En días pasados, en una taquería de","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy","ocurrió el homicidio de un hombre. En seguimiento a investigaciones, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron al responsable; le aseguraron una subametralladora, cocaína y marihuana. Los actos de violencia en","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","no quedarán impunes.","https://twitter.com/OHarfuch/status/1683953364042915840/photo/1","https://pbs.twimg.com/media/F16aqFhaIAA-I_K?format=jpg&name=small","","","51","273","786","https://twitter.com/OHarfuch/status/1683953364042915840/analytics","25,9 mil","","","","","","","","",""
"","","","Who to follow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/SandraCuevas_","https://pbs.twimg.com/profile_images/1618394429420707841/CVUwbrQT_normal.jpg","https://twitter.com/SandraCuevas_","Diana Karina Barreras y 5 más lo siguen","Sandra Cuevas","@SandraCuevas_","https://twitter.com/search?q=%23Cuauht%C3%A9moc&src=hashtag_click","#Cuauhtémoc","Seguir","","","Haz clic para Seguir SandraCuevas_","","","Primera Alcaldesa en","","","| Doctorante en Derecho| Solo Dios pone y quita reyes (Daniel 2:21).","","","","","","","","","","","","","","","","","",""
"https://twitter.com/ErnestinaGodoy_","https://pbs.twimg.com/profile_images/1675731172838481921/4hZaIing_normal.jpg","https://twitter.com/ErnestinaGodoy_","Luisa Alcalde y 17 más lo siguen","Ernestina Godoy Ramos","@ErnestinaGodoy_","","","Seguir","","","Haz clic para Seguir ErnestinaGodoy_","","","Fiscal General de Justicia de la Ciudad de México. He dedicado mi vida a generar condiciones para que la justicia sea asequible a las y los mexicanos.","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/cardstack","https://pbs.twimg.com/profile_images/900379003734937600/71w3A-_P_normal.jpg","https://twitter.com/cardstack","http://","Cardstack","@cardstack","https://twitter.com/search?q=%24CARD&src=cashtag_click","$CARD","Seguir","discord.gg/cardstack","https://t.co/Eki0hHHMRL","Haz clic para Seguir cardstack","telegram.me/cardstack","https://t.co/eVgD6XftLJ","Building the Collaborative OS for Web3. Official Twitter account of Cardstack Foundation |","","","| Join:","","","","","&","http://","Promocionado","","","","","","","","","","",""
"https://twitter.com/i/connect_people?user_id=1053388207","","","Show more","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1683673876935606272","24 jul.","La","@SSC_CDMX","https://twitter.com/SSC_CDMX",", con","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX",",","#CNI","https://twitter.com/hashtag/CNI?src=hashtag_click",",","","https://pbs.twimg.com/ext_tw_video_thumb/1683673653102415873/pu/img/yj3gqDwrMWJj9vyE.jpg","","","118","622","2.028","https://twitter.com/OHarfuch/status/1683673876935606272/analytics","127,5 mil","y","@SEDENAmx","https://twitter.com/SEDENAmx",", tras cateos en 3 alcaldías, 5 personas fueron detenidas, se aseguraron 3 inmuebles uno de ellos habilitado como laboratorio, más de 200 kilos de cocaína, 100 mil dólares y armas de fuego.","blob:https://twitter.com/c46069d3-2344-4611-8e3f-9dd66c48081b","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1682425976230408194","21 jul.","Gracias a una denuncia ciudadana y al","@C5_CDMX","https://twitter.com/C5_CDMX",",","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo a una persona que cobardemente mató a un perrito indefenso en la calle. Estas personas siempre buscan escalar la violencia, y lastimar en ocasiones a seres humanos.","","","0:35","","https://pbs.twimg.com/ext_tw_video_thumb/1682425943825207296/pu/img/Bk00AnDe8XP_Wxgh.jpg","https://twitter.com/OHarfuch/status/1682425976230408194/photo/2","https://pbs.twimg.com/media/F1kte2XaUAAcA4g?format=jpg&name=360x360","508","1.017","2.845","https://twitter.com/OHarfuch/status/1682425976230408194/analytics","250,9 mil","","","","","blob:https://twitter.com/20093efe-ea4a-475a-ae63-64b2bba7e971","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1658155322324729856","15 may.","En","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa",", la","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","","",",","https://twitter.com/OHarfuch/status/1658155322324729856/photo/1","https://pbs.twimg.com/media/FwLzef8XsAkk_bc?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1658155322324729856/photo/2","https://pbs.twimg.com/media/FwLzef9WIAAcBtk?format=jpg&name=360x360","69","282","824","https://twitter.com/OHarfuch/status/1658155322324729856/analytics","68,8 mil","y","@SEDENAmx","https://twitter.com/SEDENAmx","detuvieron a 5 hombres, aseguraron aproximadamente mil 500 aves, algunas en peligro de extinción y en malas condiciones, 2 monos capuchinos; quedaron bajo resguardo de la Brigada de Vigilancia Animal.","","https://pbs.twimg.com/media/FwLzegDXgAAX4Zl?format=jpg&name=360x360","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1658144637968691202","15 may.","En la madrugada durante la Fiesta Patronal en San Miguel, Topilejo en","@TlalpanAl","https://twitter.com/TlalpanAl",",  lamentablemente una menor de edad perdió la vida cuando tres hombres dispararon en estado de ebriedad; ya tenemos detenidos y el arma de fuego asegurada. Seguiremos informando","","","","","","","","","","","46","155","559","https://twitter.com/OHarfuch/status/1658144637968691202/analytics","53,5 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1657486702816919559","13 may.","Resultado de acciones operativas para desarticular puntos de venta de droga relacionados con violencia, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a 18 personas en","@TlalpanAl","https://twitter.com/TlalpanAl",", se aseguraron narcóticos y armas de fuego. Los operativos continuarán en puntos generadores de violencia.","","","","","","","","90","174","616","https://twitter.com/OHarfuch/status/1657486702816919559/analytics","70,2 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1657017502675742727","12 may.","Nuestro reconocimiento a los valientes compañeros que ayer cuando realizaban una acción en contra de una célula de extorsionadores, fueron agredidos con disparos, uno de nuestros compañeros resultó herido y un delincuente perdió la vida.  Nuestro compañero está en recuperación.","","","","","","","","","","","","","","100","254","1.256","https://twitter.com/OHarfuch/status/1657017502675742727/analytics","101,4 mil","","","","","","","","",""
"https://twitter.com/ApilakPricera","https://pbs.twimg.com/profile_images/1613151241139355648/nA4xDRpu_normal.jpg","https://twitter.com/ApilakPricera","Tweet promocionado","ApilakPricera","@ApilakPricera","","","Un mecanismo de medición de alta calidad garantiza una medición del tiempo más precisa.","soki-lumi-watch-cheap-mx.enaion.com/?utm_source=tw","https://t.co/t4lrpOdKhx?twclid=2-6w4i2gk423o5a1yisgyb170xd","…","","https://twitter.com/ApilakPricera/status/1672265446261764098/photo/1","","","","","https://twitter.com/ApilakPricera/status/1672265446261764098/analytics","https://pbs.twimg.com/media/FpeiCBaX0AQxPzG?format=png&name=120x120","","","1","4","","","11,1 mil","Promocionado","","","https://","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1656748134704513024","11 may.","Resultado de la coordinación con","@SEMAR_mx","https://twitter.com/SEMAR_mx","y","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX",", la","","","detuvo a 3 extranjeros integrantes  de una célula delictiva con operación en","https://twitter.com/OHarfuch/status/1656748134704513024/photo/1","https://pbs.twimg.com/media/Fv3zoLcaQAAKtPl?format=jpg&name=small","https://twitter.com/OHarfuch/status/1656748134704513024/photo/3","https://pbs.twimg.com/media/Fv3zoLfaQAAf41w?format=jpg&name=360x360","98","370","1.027","https://twitter.com/OHarfuch/status/1656748134704513024/analytics","157,4 mil",",","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","blob:https://twitter.com/591ea6b2-97fc-4014-997a-03fc220c89c5","","0:15","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1656436051425075200","10 may.","Esta tarde emitiremos un decreto en la Gaceta Oficial para que las mujeres policías tengan garantizado el total de sus percepciones salariales durante su periodo de maternidad. 

Estas percepciones incluyen su sueldo base, así como prestaciones ordinarias y extraordinarias.","","","","","","","","","","https://twitter.com/Claudiashein/status/1656436051425075200/photo/1","https://pbs.twimg.com/media/FvzXzrEXgAIX3rF?format=jpg&name=small","","","277","726","1.853","https://twitter.com/Claudiashein/status/1656436051425075200/analytics","132,3 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1655689698579234818","8 may.","Muchas Felicidades a las y los compañeros de la","@SSC_CDMX","https://twitter.com/SSC_CDMX","de","","","que hoy fueron ascendidos . Gracias por servir a la ciudadanía con profesionalismo; agradezco a su Director Lorenzo Gutiérrez Ibáñez, por su compromiso y liderazgo en la corporación.","#PolicíaAuxiliar","https://twitter.com/hashtag/Polic%C3%ADaAuxiliar?src=hashtag_click","","https://twitter.com/OHarfuch/status/1655689698579234818/photo/1","https://pbs.twimg.com/media/FvoxARXWAAEB7bb?format=jpg&name=small","https://twitter.com/OHarfuch/status/1655689698579234818/photo/2","https://pbs.twimg.com/media/FvoxARZXwAATYKq?format=jpg&name=small","78","118","620","https://twitter.com/OHarfuch/status/1655689698579234818/analytics","44,1 mil","","","","","","","","",""
"https://twitter.com/C5_CDMX","https://pbs.twimg.com/profile_images/1676329137387065345/GB_9FRSN_normal.jpg","https://twitter.com/C5_CDMX","C5 CDMX","@C5_CDMX","·","https://twitter.com/C5_CDMX/status/1655633398570835987","8 may.","Se informa que por un error derivado de trabajos de mantenimiento se envió por accidente el sonido de la alerta sísmica en 851 sitios de la Ciudad de México. 
Ofrecemos una disculpa por las molestias y afectaciones que este incidente ha provocado. 
(1/2)","","","","","","","#PRECAUCIÓN","https://twitter.com/hashtag/PRECAUCI%C3%93N?src=hashtag_click","","","","","","1.258","3.402","6.242","https://twitter.com/C5_CDMX/status/1655633398570835987/analytics","2,3 M","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/ParamountPlusMX","https://pbs.twimg.com/profile_images/1675935162222223360/oJYVRAtx_normal.jpg","https://twitter.com/ParamountPlusMX","Tweet promocionado","Paramount+ México","@ParamountPlusMX","https://twitter.com/hashtag/OperativoLioness?src=hashtag_click","#OperativoLioness","Basado en un operativo real llega","#ParamountPlus","https://twitter.com/hashtag/ParamountPlus?src=hashtag_click",", el nuevo thriller de","#ParamountPlus","https://twitter.com/hashtag/ParamountPlus?src=hashtag_click","paramountplus.com","","https://www.paramountplus.com/mx/?ftag=IPP-07-10ajb1j&twclid=2-60dtgo5n9lelwftu3k6helldk","Paramount+","https://twitter.com/ParamountPlusMX/status/1682500782044725248/analytics","https://pbs.twimg.com/profile_images/1646589009450369024/KwcwomCo_bigger.jpg","","https://pbs.twimg.com/amplify_video_thumb/1682500587097554944/img/UkJf-ytP7Z-WJDsy.jpg","6","9","136","","2,5 M","Promocionado","","","","blob:https://twitter.com/ae79c471-334d-4cf1-b7c9-f75fcba873ee","",". Con Zoe Saldaña, Nicole Kidman, Morgan Freeman y Michael Kelly, Ya Disponible en","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1655631317709758465","8 may.","Ya los cóndores volando CDMX. Informamos en breve.","","","","","","","","","","","","","","142","193","946","https://twitter.com/OHarfuch/status/1655631317709758465/analytics","268,6 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1653475866859454482","2 may.","Hoy compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","en","@TlahuacRenace","https://twitter.com/TlahuacRenace","detuvieron 5 integrantes de una célula delictiva perteneciente a “Los Gastones”, responsables de homicidios en el sur de la CDMX. Se aseguraron armas largas, armas cortas y una granada de fragmentación.","","","","https://twitter.com/OHarfuch/status/1653475866859454482/photo/1","https://pbs.twimg.com/media/FvJTiRvWwBIO03E?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1653475866859454482/photo/2","https://pbs.twimg.com/media/FvJTiRuWwBQMR0k?format=jpg&name=small","100","307","989","https://twitter.com/OHarfuch/status/1653475866859454482/analytics","68,8 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1651956978565120000","28 abr.","Tras realizar acciones en","@TlalpanAl","https://twitter.com/TlalpanAl","y","@ALaMagdalenaC","https://twitter.com/ALaMagdalenaC",", para disminuir el Robo de vehículo compañeros de","","",", detuvieron a dos hombres relacionados con el robo de vehículos de lujo, se aseguraron 2 armas de fuego, documentación apócrifa y 3 vehículos con reporte de robo.","https://twitter.com/OHarfuch/status/1651956978565120000/photo/1","https://pbs.twimg.com/media/FuzuHbYaMAAmaCA?format=jpg&name=small","https://twitter.com/OHarfuch/status/1651956978565120000/photo/3","https://pbs.twimg.com/media/FuzuHbaagAImfZD?format=jpg&name=360x360","112","501","1.606","https://twitter.com/OHarfuch/status/1651956978565120000/analytics","162,6 mil","","@SSC_CDMX","https://twitter.com/SSC_CDMX","","","https://pbs.twimg.com/media/FuzuHbYagAMXZw_?format=jpg&name=360x360","","",""
"https://twitter.com/WEkEO_dias","https://pbs.twimg.com/profile_images/1007264012508323842/Y7II0VfY_normal.jpg","https://twitter.com/WEkEO_dias","Tweet promocionado","WEkEO_dias","@WEkEO_dias","https://twitter.com/hashtag/earthobservation?src=hashtag_click","#earthobservation","Investigate natural phenomena with Jupyter Notebooks","","","Get access to your own WEkEO Jupyter online environment","","https://www.wekeo.eu/jupyter-notebooks-catalogue?mtm_campaign=Jupyter-Notebooks&mtm_medium=cpc&mtm_source=twitter&mtm_content=jupyter-image&mtm_group=post&twclid=2-2wkkdlgkjrhicmiqv8o8udtdp","wekeo.eu","","https://www.wekeo.eu/jupyter-notebooks-catalogue?mtm_campaign=Jupyter-Notebooks&mtm_medium=cpc&mtm_source=twitter&mtm_content=jupyter-image&mtm_group=post&twclid=2-2wkkdlgkjrhicmiqv8o8udtdp","Try out the WEkEO Jupyter environment for free","https://twitter.com/WEkEO_dias/status/1679874693682061315/analytics","https://pbs.twimg.com/media/F1Ac_sXXwAAjBNI?format=jpg&name=120x120","","","9","49","253","","849 mil","Promocionado","","","Access the data","","","Import the Copernicus Library","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1651032047341666306","25 abr.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","atendieron el reporte de una riña entre personas que se agredieron a golpes y posteriormente realizaron disparos; hay un hombre detenido y un arma de fuego asegurada. Continuamos informando y faltan personas por detener.","","","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1651004384308862976/pu/img/wk8Asxb_Ah1rC2sC.jpg","","","64","151","505","https://twitter.com/OHarfuch/status/1651032047341666306/analytics","55,4 mil",":","","","Citar Tweet","blob:https://twitter.com/73ca1c16-9d7a-4c29-94af-b3304af350fb","https://pbs.twimg.com/profile_images/1290059307195670529/BniAB8VL_mini.jpg","/ EL UNIVERSAL","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1650843679580454912","25 abr.","Al dar seguimiento a una denuncia por el asalto a una mujer en","@IztacalcoAl","https://twitter.com/IztacalcoAl",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a dos hombres presuntos responsables del asalto. No habrá impunidad ante hechos tan lamentables como estos.","","","1:25","https://twitter.com/OHarfuch/status/1650843679580454912/photo/1","https://pbs.twimg.com/media/Fuj5k5OaMAA1AxD?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1650843679580454912/photo/2","https://pbs.twimg.com/media/Fuj5k5GaUAAe0nt?format=jpg&name=360x360","88","327","1.195","https://twitter.com/OHarfuch/status/1650843679580454912/analytics","126,3 mil","Intento de asalto en Iztacalco deja una mujer herida. Al negarse a entregar su teléfono, el asaltante acciona un arma de fuego y le dispara en la oreja izquierda

VIDEO: ESPECIAL","","","Citar Tweet","","https://pbs.twimg.com/profile_images/617805718318485504/b52bwK91_mini.jpg","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1650692238547234816","24 abr.","La estrategia de seguridad en","@INEGI_INFORMA","https://twitter.com/INEGI_INFORMA","ha dado como resultado la desarticulación de 240 células criminales y la disminución de los delitos de alto impacto. De acuerdo con","","","la percepción de inseguridad pasó de 92% en 2018 a 57%.","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","","https://twitter.com/OHarfuch/status/1650692238547234816/photo/1","https://pbs.twimg.com/media/Fuhv11ZakAAQznh?format=jpg&name=small","https://twitter.com/OHarfuch/status/1650692238547234816/photo/2","https://pbs.twimg.com/media/Fuhv11ZaQAEzd24?format=jpg&name=small","118","256","903","https://twitter.com/OHarfuch/status/1650692238547234816/analytics","56,8 mil","","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1650646873630453760","24 abr.","El robo de automóvil con violencia se redujo en 70.4% y sin violencia en 54.7%, entre enero-abril de 2019 y el mismo periodo de 2023. Gracias a nuestra Estrategia de Seguridad, es un delito que presenta una tendencia a la baja.","","","","","","","","","","https://twitter.com/Claudiashein/status/1650646873630453760/photo/1","https://pbs.twimg.com/media/FuhGlN-aAAAZYY9?format=jpg&name=small","","","303","518","1.136","https://twitter.com/Claudiashein/status/1650646873630453760/analytics","95,1 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1646596774579130375","13 abr.","En la administración de la Dra","@Claudiashein","https://twitter.com/Claudiashein",", se ha incrementado en 54% el salario en","@SSC_CDMX","https://twitter.com/SSC_CDMX",",hoy también se entregaron reconocimientos a compañeros y compañeras destacadas que se suman a los 159 mil reconocimientos entregados ya.","","","","https://twitter.com/OHarfuch/status/1646596774579130375/photo/1","https://pbs.twimg.com/media/FtnjCgBX0AER6sm?format=jpg&name=small","https://twitter.com/OHarfuch/status/1646596774579130375/photo/2","https://pbs.twimg.com/media/FtnjCgFX0A46Awu?format=jpg&name=small","69","155","667","https://twitter.com/OHarfuch/status/1646596774579130375/analytics","36 mil","","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1646590437661220864","13 abr.","Premiamos a las y los mejores policías del mes evaluados por el","@elconsejomx","https://twitter.com/elconsejomx",". Una de las virtudes de nuestra estrategia de seguridad es la gran coordinación del gabinete de seguridad y el reconocimiento de nuestras y nuestros compañeros que salen a dar la vida para defender a l@s…","","","Mostrar más","","","","https://twitter.com/Claudiashein/status/1646590437661220864/photo/1","https://pbs.twimg.com/media/FtndRgkagAANnYY?format=jpg&name=360x360","https://twitter.com/Claudiashein/status/1646590437661220864/photo/2","https://pbs.twimg.com/media/FtndRhpakAIm3Fq?format=jpg&name=360x360","155","544","1.225","https://twitter.com/Claudiashein/status/1646590437661220864/analytics","65,5 mil","","","","","","https://pbs.twimg.com/media/FtndRglaMAAYsC2?format=jpg&name=360x360","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1646306045122461696","12 abr.","En seguimiento a 7 órdenes de cateo cumplimentadas la semana pasada en 4 alcaldías y a labores de investigación, hoy se detuvo en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa",", a otro integrante de este grupo que se dedicaba al narcomenudeo extorsión y a cometer homicidios en la zona sur de la","","https://twitter.com/OHarfuch/status/1643291463659167745/photo/1",".","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click",",","https://twitter.com/OHarfuch/status/1646306045122461696/photo/1","https://pbs.twimg.com/media/Ftjanz1akAAXhEq?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1646306045122461696/photo/2","https://pbs.twimg.com/media/Ftjanz2aIAAt3Bh?format=jpg&name=small","60","255","815","https://twitter.com/OHarfuch/status/1646306045122461696/analytics","73,1 mil","En acciones simultáneas en","","https://twitter.com/OHarfuch/status/1643291463659167745/photo/2","Citar Tweet","","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_mini.jpg","@GobMilpaAlta","",","
